FK_CCTNU_CONCEPTO_ID;CCTNU_CONCEPTO_ID;CCTVA_DESCRIPCION_USUARIO;CRTNU_ORDEN;ESTADO
6596519;4589364;oral;1;Vigente
6638775;4589364;oral;1;Vigente
6420596;4589364;oral;1;Vigente
6470664;4589370;subcutánea;1;Vigente
6504856;4589392;ocular;1;Vigente
6633770;4589364;oral;1;Vigente
7253923;4589360;intravenosa;1;Vigente
6510049;4589439;intravaginal;1;Vigente
6510049;4589364;oral;1;Vigente
6416619;4589364;oral;1;Vigente
6455765;4589360;intravenosa;1;Vigente
6699868;4589439;intravaginal;1;Vigente
7090698;4589377;tópica;1;Vigente
6437327;4589364;oral;1;Vigente
7250354;4589360;intravenosa;1;Vigente
7270756;4589515;intratecal;1;Vigente
7270756;4589360;intravenosa;1;Vigente
7270756;4589365;intramuscular;1;Vigente
6659561;4589392;ocular;1;Vigente
7230371;4589364;oral;1;Vigente
6435130;4589420;inhalatoria oral;1;Vigente
6436894;4589364;oral;1;Vigente
7274285;4589360;intravenosa;1;Vigente
7195215;4589364;oral;1;Vigente
7146693;4589377;tópica;1;Vigente
7238190;4589360;intravenosa;1;Vigente
6667818;4589386;rectal;1;Vigente
6416982;4589364;oral;1;Vigente
6426027;4589364;oral;1;Vigente
6512338;4589364;oral;1;Vigente
7270586;4589370;subcutánea;1;Vigente
7270586;4589365;intramuscular;1;Vigente
7270586;4589360;intravenosa;1;Vigente
6771151;4589360;intravenosa;1;Vigente
6772495;4589365;intramuscular;1;Vigente
6412550;4589364;oral;1;Vigente
6429345;4589364;oral;1;Vigente
6432898;4589364;oral;1;Vigente
6406402;4589364;oral;1;Vigente
7254687;4589370;subcutánea;1;Vigente
6631238;4589364;oral;1;Vigente
6422511;4589364;oral;1;Vigente
6436503;4589364;oral;1;Vigente
6448935;4589386;rectal;1;Vigente
7222177;4589364;oral;1;Vigente
6651535;4589364;oral;1;Vigente
6654638;4589364;oral;1;Vigente
6573206;4589364;oral;1;Vigente
6620669;4589364;oral;1;Vigente
6664751;4589364;oral;1;Vigente
7396861;4589365;intramuscular;1;Vigente
7396861;4589360;intravenosa;1;Vigente
7431863;4589364;oral;1;Vigente
7332206;4589392;ocular;1;Vigente
7620091;4589370;subcutánea;1;Vigente
7475914;4589364;oral;1;Vigente
7438440;4589420;inhalatoria oral;1;Vigente
7458872;4589364;oral;1;Vigente
7608029;4589360;intravenosa;1;Vigente
7719935;4589364;oral;1;Vigente
7646739;4589471;sonda nasogástrica;1;Vigente
7646739;4589364;oral;1;Vigente
7430385;4589377;tópica;1;Vigente
7478896;4589364;oral;1;Vigente
7676216;4589398;endonasal;1;Vigente
7390732;4589370;subcutánea;1;Vigente
7425578;4589364;oral;1;Vigente
7393657;4589370;subcutánea;1;Vigente
7405962;4589370;subcutánea;1;Vigente
7487257;4589365;intramuscular;1;Vigente
7557613;4589377;tópica;1;Vigente
7708083;4589364;oral;1;Vigente
7497683;4589392;ocular;1;Vigente
7666116;4589364;oral;1;Vigente
7661317;4589364;oral;1;Vigente
7661317;4589471;sonda nasogástrica;1;Vigente
7367429;4589364;oral;1;Vigente
7517222;4589386;rectal;1;Vigente
7537995;4589360;intravenosa;1;Vigente
7537995;4589365;intramuscular;1;Vigente
7537995;4589370;subcutánea;1;Vigente
7329619;4589392;ocular;1;Vigente
7369641;4589370;subcutánea;1;Vigente
7409663;4589360;intravenosa;1;Vigente
7516783;4589377;tópica;1;Vigente
7403159;4589377;tópica;1;Vigente
7470564;4589370;subcutánea;1;Vigente
7470645;4589370;subcutánea;1;Vigente
7360094;4589364;oral;1;Vigente
7643526;4589495;intradérmica;1;Vigente
7643526;4589365;intramuscular;1;Vigente
7640347;4589364;oral;1;Vigente
7641367;4589364;oral;1;Vigente
7403828;4589377;tópica;1;Vigente
7439836;4589420;inhalatoria oral;1;Vigente
7458658;4589364;oral;1;Vigente
7678951;4589364;oral;1;Vigente
7340083;4589370;subcutánea;1;Vigente
7355515;4589377;tópica;1;Vigente
7582200;4589360;intravenosa;1;Vigente
7350289;4589420;inhalatoria oral;1;Vigente
7661340;4589471;sonda nasogástrica;1;Vigente
7661340;4589364;oral;1;Vigente
7332727;4589364;oral;1;Vigente
7458802;4589364;oral;1;Vigente
7469397;4589364;oral;1;Vigente
7640286;4589364;oral;1;Vigente
7366133;4589370;subcutánea;1;Vigente
7366133;4589360;intravenosa;1;Vigente
7620094;4589370;subcutánea;1;Vigente
7361759;4589360;intravenosa;1;Vigente
7361759;4589370;subcutánea;1;Vigente
7344093;4589364;oral;1;Vigente
7458614;4589364;oral;1;Vigente
7734424;4589364;oral;1;Vigente
5986655;4589364;oral;1;Vigente
5986669;4589360;intravenosa;1;Vigente
5986676;4589360;intravenosa;1;Vigente
1450561;4589364;oral;1;Vigente
1666014;4589364;oral;1;Vigente
4647907;4589364;oral;1;Vigente
5509351;4589364;oral;1;Vigente
5716413;4589364;oral;1;Vigente
5753347;4589364;oral;1;Vigente
5806219;4589364;oral;1;Vigente
5986395;4589364;oral;1;Vigente
5986398;4589364;oral;1;Vigente
5986423;4589364;oral;1;Vigente
5986424;4589364;oral;1;Vigente
5986426;4589364;oral;1;Vigente
5986430;4589364;oral;1;Vigente
5986442;4589364;oral;1;Vigente
5986515;4589377;tópica;1;Vigente
5986516;4589364;oral;1;Vigente
5986518;4589364;oral;1;Vigente
5986524;4589377;tópica;1;Vigente
5986526;4589364;oral;1;Vigente
5986551;4589386;rectal;1;Vigente
5986709;4589364;oral;1;Vigente
5986727;4589364;oral;1;Vigente
5986729;4589364;oral;1;Vigente
5986744;4589364;oral;1;Vigente
5876852;4589364;oral;1;Vigente
5876951;4589364;oral;1;Vigente
5986290;4589364;oral;1;Vigente
5986298;4589365;intramuscular;1;Vigente
5986301;4589370;subcutánea;1;Vigente
5986301;4589365;intramuscular;1;Vigente
5986305;4589364;oral;1;Vigente
5986319;4589364;oral;1;Vigente
5986330;4589364;oral;1;Vigente
5986344;4589364;oral;1;Vigente
5986347;4589364;oral;1;Vigente
5986458;4589377;tópica;1;Vigente
5986469;4589365;intramuscular;1;Vigente
5986475;4589364;oral;1;Vigente
5986476;4589364;oral;1;Vigente
5986485;4589364;oral;1;Vigente
5986489;4589364;oral;1;Vigente
5986496;4589365;intramuscular;1;Vigente
5986599;4589364;oral;1;Vigente
5986614;4589360;intravenosa;1;Vigente
5986751;4589365;intramuscular;1;Vigente
5986761;4589364;oral;1;Vigente
5986366;4589370;subcutánea;1;Vigente
5986366;4589360;intravenosa;1;Vigente
5986366;4589365;intramuscular;1;Vigente
5986368;4589364;oral;1;Vigente
5986375;4589360;intravenosa;1;Vigente
94389;4589360;intravenosa;1;Vigente
97124;4589360;intravenosa;1;Vigente
110900;4589364;oral;1;Vigente
54205;4589360;intravenosa;1;Vigente
54376;4589364;oral;1;Vigente
54390;4589364;oral;1;Vigente
54623;4589360;intravenosa;1;Vigente
291;4589364;oral;1;Vigente
276;4589364;oral;1;Vigente
229;4589364;oral;1;Vigente
73213;4589364;oral;1;Vigente
75809;4589364;oral;1;Vigente
83878;4589364;oral;1;Vigente
85029;4589364;oral;1;Vigente
85212;4589360;intravenosa;1;Vigente
85212;4589365;intramuscular;1;Vigente
85212;4589370;subcutánea;1;Vigente
125961;4589364;oral;1;Vigente
127261;4589364;oral;1;Vigente
133364;4589364;oral;1;Vigente
150108;4589360;intravenosa;1;Vigente
150108;4589365;intramuscular;1;Vigente
151015;4589370;subcutánea;1;Vigente
161050;4589364;oral;1;Vigente
162844;4589364;oral;1;Vigente
182321;4589377;tópica;1;Vigente
213970;4589370;subcutánea;1;Vigente
213970;4589360;intravenosa;1;Vigente
349170;4589360;intravenosa;1;Vigente
354981;4589420;inhalatoria oral;1;Vigente
391786;4589365;intramuscular;1;Vigente
711250;4589364;oral;1;Vigente
977223;4589360;intravenosa;1;Vigente
1051785;4589364;oral;1;Vigente
1086361;4589364;oral;1;Vigente
1196619;4589424;inhalatoria nasal;1;Vigente
1541073;4589364;oral;1;Vigente
1593909;4589360;intravenosa;1;Vigente
1901393;4589360;intravenosa;1;Vigente
2169397;4589364;oral;1;Vigente
2252156;4589364;oral;1;Vigente
4048576;4589365;intramuscular;1;Vigente
4189719;4589360;intravenosa;1;Vigente
103400;4589392;ocular;1;Vigente
106516;4589360;intravenosa;1;Vigente
107786;4589364;oral;1;Vigente
108938;4589360;intravenosa;1;Vigente
112496;4589364;oral;1;Vigente
53949;4589364;oral;1;Vigente
54200;4589360;intravenosa;1;Vigente
54200;4589365;intramuscular;1;Vigente
54308;4589364;oral;1;Vigente
581;4589360;intravenosa;1;Vigente
227;4589364;oral;1;Vigente
114;4589364;oral;1;Vigente
72080;4589360;intravenosa;1;Vigente
76115;4589386;rectal;1;Vigente
78107;4589364;oral;1;Vigente
82068;4589364;oral;1;Vigente
87161;4589386;rectal;1;Vigente
88400;4589364;oral;1;Vigente
89766;4589392;ocular;1;Vigente
89846;4589364;oral;1;Vigente
92094;4589364;oral;1;Vigente
116764;4589364;oral;1;Vigente
148838;4589377;tópica;1;Vigente
150942;4589364;oral;1;Vigente
156995;4589377;tópica;1;Vigente
161039;4589364;oral;1;Vigente
165693;4589364;oral;1;Vigente
202017;4589364;oral;1;Vigente
277570;4589364;oral;1;Vigente
395293;4589360;intravenosa;1;Vigente
395293;4589365;intramuscular;1;Vigente
421025;4589381;nebulización;1;Vigente
450073;4589360;intravenosa;1;Vigente
450073;4589365;intramuscular;1;Vigente
459897;4589360;intravenosa;1;Vigente
471305;4589360;intravenosa;1;Vigente
471305;4589365;intramuscular;1;Vigente
586277;4589364;oral;1;Vigente
587104;4589386;rectal;1;Vigente
594525;4589364;oral;1;Vigente
711483;4589364;oral;1;Vigente
713681;4589387;sublingual;1;Vigente
738830;4589364;oral;1;Vigente
744165;4589364;oral;1;Vigente
794402;4589392;ocular;1;Vigente
1751439;4589364;oral;1;Vigente
1937004;4589364;oral;1;Vigente
2067634;4589377;tópica;1;Vigente
3071258;4589364;oral;1;Vigente
3523626;4589377;tópica;1;Vigente
3525540;4589364;oral;1;Vigente
4144047;4589377;tópica;1;Vigente
4516163;4589370;subcutánea;1;Vigente
18652;4589364;oral;1;Vigente
18653;4589364;oral;1;Vigente
794618;4589377;tópica;1;Vigente
910336;4589392;ocular;1;Vigente
919135;4589364;oral;1;Vigente
931640;4589364;oral;1;Vigente
1155402;4589364;oral;1;Vigente
1176411;4589364;oral;1;Vigente
1180921;4589360;intravenosa;1;Vigente
1180921;4589365;intramuscular;1;Vigente
1343739;4589364;oral;1;Vigente
1583702;4589364;oral;1;Vigente
596;4589364;oral;1;Vigente
72106;4589364;oral;1;Vigente
73310;4589364;oral;1;Vigente
79477;4589364;oral;1;Vigente
102104;4589364;oral;1;Vigente
106622;4589364;oral;1;Vigente
112551;4589364;oral;1;Vigente
141393;4589377;tópica;1;Vigente
142829;4589377;tópica;1;Vigente
196528;4589364;oral;1;Vigente
211427;4589364;oral;1;Vigente
220692;4589364;oral;1;Vigente
319159;4589364;oral;1;Vigente
319624;4589364;oral;1;Vigente
345817;4589364;oral;1;Vigente
452323;4589364;oral;1;Vigente
478343;4589364;oral;1;Vigente
497852;4589364;oral;1;Vigente
648549;4589364;oral;1;Vigente
1790470;4589364;oral;1;Vigente
5987146;4589364;oral;1;Vigente
5987160;4589360;intravenosa;1;Vigente
5987198;4589364;oral;1;Vigente
5987213;4589364;oral;1;Vigente
5987221;4589364;oral;1;Vigente
5987236;4589364;oral;1;Vigente
6402398;4589370;subcutánea;1;Vigente
5987250;4589364;oral;1;Vigente
5987256;4589364;oral;1;Vigente
5987259;4589364;oral;1;Vigente
5987290;4589365;intramuscular;1;Vigente
5987294;4589360;intravenosa;1;Vigente
5987300;4589360;intravenosa;1;Vigente
5987303;4589364;oral;1;Vigente
5987305;4589364;oral;1;Vigente
5987309;4589365;intramuscular;1;Vigente
5987316;4589364;oral;1;Vigente
5987322;4589364;oral;1;Vigente
5987328;4589364;oral;1;Vigente
5987341;4589364;oral;1;Vigente
5987350;4589377;tópica;1;Vigente
5987356;4589360;intravenosa;1;Vigente
5987359;4589392;ocular;1;Vigente
5987364;4589364;oral;1;Vigente
5987376;4589364;oral;1;Vigente
5987379;4589364;oral;1;Vigente
5915314;4589364;oral;1;Vigente
5986819;4589392;ocular;1;Vigente
5987390;4589364;oral;1;Vigente
5987391;4589364;oral;1;Vigente
5987407;4589360;intravenosa;1;Vigente
5987413;4589364;oral;1;Vigente
5987423;4589360;intravenosa;1;Vigente
5987430;4589360;intravenosa;1;Vigente
5987434;4589364;oral;1;Vigente
5987437;4589364;oral;1;Vigente
5987442;4589370;subcutánea;1;Vigente
5987447;4589364;oral;1;Vigente
5987448;4589360;intravenosa;1;Vigente
5987455;4589364;oral;1;Vigente
5986845;4589364;oral;1;Vigente
5986850;4589364;oral;1;Vigente
5986858;4589392;ocular;1;Vigente
5986870;4589364;oral;1;Vigente
5987459;4589377;tópica;1;Vigente
5987472;4589364;oral;1;Vigente
5987474;4589364;oral;1;Vigente
5987488;4589364;oral;1;Vigente
5987492;4589364;oral;1;Vigente
5987506;4589364;oral;1;Vigente
5987517;4589364;oral;1;Vigente
5987524;4589370;subcutánea;1;Vigente
5986887;4589364;oral;1;Vigente
5986895;4589370;subcutánea;1;Vigente
5986895;4589360;intravenosa;1;Vigente
5986895;4589365;intramuscular;1;Vigente
5986901;4589364;oral;1;Vigente
5986902;4589360;intravenosa;1;Vigente
5986907;4589360;intravenosa;1;Vigente
5986908;4589364;oral;1;Vigente
5986917;4589439;intravaginal;1;Vigente
5986937;4589364;oral;1;Vigente
5986945;4589364;oral;1;Vigente
5986946;4589360;intravenosa;1;Vigente
5987532;4589364;oral;1;Vigente
5987533;4589360;intravenosa;1;Vigente
5987552;4589364;oral;1;Vigente
5987572;4589377;tópica;1;Vigente
5987573;4589420;inhalatoria oral;1;Vigente
5987575;4589364;oral;1;Vigente
5987582;4589370;subcutánea;1;Vigente
5987588;4589364;oral;1;Vigente
5987589;4589364;oral;1;Vigente
5987592;4589364;oral;1;Vigente
5987600;4589364;oral;1;Vigente
5987610;4589392;ocular;1;Vigente
5987619;4589377;tópica;1;Vigente
5987623;4589370;subcutánea;1;Vigente
5987623;4589365;intramuscular;1;Vigente
5987623;4589360;intravenosa;1;Vigente
5987627;4589364;oral;1;Vigente
5987630;4589364;oral;1;Vigente
5987637;4589364;oral;1;Vigente
5987644;4589364;oral;1;Vigente
5987667;4589360;intravenosa;1;Vigente
5986968;4589364;oral;1;Vigente
5986974;4589370;subcutánea;1;Vigente
5986974;4589365;intramuscular;1;Vigente
5986991;4589364;oral;1;Vigente
5986995;4589364;oral;1;Vigente
5986996;4589360;intravenosa;1;Vigente
6259823;4589364;oral;1;Vigente
6348428;4589392;ocular;1;Vigente
6348617;4589364;oral;1;Vigente
73145;4589364;oral;1;Vigente
82814;4589364;oral;1;Vigente
35;4589360;intravenosa;1;Vigente
705614;4589424;inhalatoria nasal;1;Vigente
5987000;4589360;intravenosa;1;Vigente
5987004;4589364;oral;1;Vigente
5987010;4589392;ocular;1;Vigente
5987018;4589364;oral;1;Vigente
5987020;4589364;oral;1;Vigente
5987027;4589364;oral;1;Vigente
5987053;4589360;intravenosa;1;Vigente
5987054;4589364;oral;1;Vigente
5987067;4589370;subcutánea;1;Vigente
5987084;4589364;oral;1;Vigente
6402016;4589364;oral;1;Vigente
5987103;4589370;subcutánea;1;Vigente
5987104;4589370;subcutánea;1;Vigente
5987105;4589364;oral;1;Vigente
1498214;4589364;oral;1;Vigente
6331210;4589364;oral;1;Vigente
1484547;4589364;oral;1;Vigente
3979384;4589364;oral;1;Vigente
1697020;4589364;oral;1;Vigente
1510861;4589364;oral;1;Vigente
6432531;4589364;oral;1;Vigente
6742359;4589360;intravenosa;1;Vigente
6745786;4589360;intravenosa;1;Vigente
6428634;4589364;oral;1;Vigente
6512071;4589392;ocular;1;Vigente
6596675;4589364;oral;1;Vigente
7228843;4589364;oral;1;Vigente
6908941;4589364;oral;1;Vigente
7264334;4589370;subcutánea;1;Vigente
7264334;4589360;intravenosa;1;Vigente
6416702;4589364;oral;1;Vigente
6418581;4589364;oral;1;Vigente
6508646;4589364;oral;1;Vigente
6627275;4589364;oral;1;Vigente
7278581;4589370;subcutánea;1;Vigente
7290580;4589360;intravenosa;1;Vigente
7225044;4589364;oral;1;Vigente
7229201;4589364;oral;1;Vigente
6424618;4589364;oral;1;Vigente
6416566;4589364;oral;1;Vigente
6573381;4589364;oral;1;Vigente
6656071;4589364;oral;1;Vigente
6666942;4589364;oral;1;Vigente
6613778;4589364;oral;1;Vigente
7091008;4589439;intravaginal;1;Vigente
7298692;4589431;ótica;1;Vigente
6455681;4589365;intramuscular;1;Vigente
6455681;4589360;intravenosa;1;Vigente
7287011;4589370;subcutánea;1;Vigente
7290167;4589360;intravenosa;1;Vigente
6942860;4589364;oral;1;Vigente
6656115;4589364;oral;1;Vigente
6743460;4589370;subcutánea;1;Vigente
6412257;4589364;oral;1;Vigente
6416547;4589364;oral;1;Vigente
6645853;4589364;oral;1;Vigente
6671212;4589364;oral;1;Vigente
6434757;4589364;oral;1;Vigente
6649932;4589364;oral;1;Vigente
6428970;4589364;oral;1;Vigente
6666875;4589364;oral;1;Vigente
6455651;4589360;intravenosa;1;Vigente
6745469;4589370;subcutánea;1;Vigente
6745469;4589360;intravenosa;1;Vigente
6433384;4589364;oral;1;Vigente
6413421;4589364;oral;1;Vigente
6414810;4589364;oral;1;Vigente
6514247;4589392;ocular;1;Vigente
6743156;4589360;intravenosa;1;Vigente
6743156;4589365;intramuscular;1;Vigente
6768162;4589360;intravenosa;1;Vigente
6802189;4589364;oral;1;Vigente
6443117;4589364;oral;1;Vigente
6651040;4589364;oral;1;Vigente
6668392;4589364;oral;1;Vigente
7049785;4589370;subcutánea;1;Vigente
6418707;4589364;oral;1;Vigente
6424353;4589364;oral;1;Vigente
6603466;4589364;oral;1;Vigente
6771735;4589386;rectal;1;Vigente
6424957;4589364;oral;1;Vigente
6422703;4589364;oral;1;Vigente
6447048;4589364;oral;1;Vigente
6412058;4589364;oral;1;Vigente
6412423;4589364;oral;1;Vigente
6613970;4589364;oral;1;Vigente
6429149;4589364;oral;1;Vigente
6436793;4589364;oral;1;Vigente
6631638;4589364;oral;1;Vigente
6455183;4589364;oral;1;Vigente
6640590;4589364;oral;1;Vigente
7239236;4589370;subcutánea;1;Vigente
7274277;4589360;intravenosa;1;Vigente
6418605;4589364;oral;1;Vigente
7145016;4589377;tópica;1;Vigente
6647620;4589392;ocular;1;Vigente
6655388;4589364;oral;1;Vigente
6432745;4589360;intravenosa;1;Vigente
6438883;4589364;oral;1;Vigente
7081664;4589377;tópica;1;Vigente
7233841;4589360;intravenosa;1;Vigente
6416607;4589364;oral;1;Vigente
6432671;4589364;oral;1;Vigente
6619624;4589364;oral;1;Vigente
6432926;4589364;oral;1;Vigente
6455726;4589364;oral;1;Vigente
6449022;4589386;rectal;1;Vigente
6473815;4589364;oral;1;Vigente
6699840;4589364;oral;1;Vigente
6470252;4589364;oral;1;Vigente
6642012;4589364;oral;1;Vigente
6418572;4589364;oral;1;Vigente
6422013;4589364;oral;1;Vigente
6432785;4589364;oral;1;Vigente
6433403;4589365;intramuscular;1;Vigente
6601662;4589364;oral;1;Vigente
6650840;4589364;oral;1;Vigente
6653174;4589364;oral;1;Vigente
6654596;4589364;oral;1;Vigente
6413581;4589364;oral;1;Vigente
6428676;4589364;oral;1;Vigente
6469361;4589364;oral;1;Vigente
6469361;4589392;ocular;1;Vigente
6469412;4589360;intravenosa;1;Vigente
7057269;4589370;subcutánea;1;Vigente
6510266;4589364;oral;1;Vigente
7569695;4589420;inhalatoria oral;1;Vigente
7594300;4589360;intravenosa;1;Vigente
7358800;4589370;subcutánea;1;Vigente
7403905;4589370;subcutánea;1;Vigente
7456830;4589364;oral;1;Vigente
7582203;4589360;intravenosa;1;Vigente
7623850;4589360;intravenosa;1;Vigente
7597766;4589364;oral;1;Vigente
7600328;4589364;oral;1;Vigente
7608089;4589364;oral;1;Vigente
7680513;4589364;oral;1;Vigente
7341684;4589364;oral;1;Vigente
7366391;4589364;oral;1;Vigente
7392121;4589392;ocular;1;Vigente
7418911;4589377;tópica;1;Vigente
7455948;4589364;oral;1;Vigente
7641506;4589364;oral;1;Vigente
7448227;4589377;tópica;1;Vigente
7322305;4589377;tópica;1;Vigente
7419159;4589364;oral;1;Vigente
7500621;4589364;oral;1;Vigente
7376879;4589364;oral;1;Vigente
7413865;4589364;oral;1;Vigente
7403132;4589377;tópica;1;Vigente
7430873;4589377;tópica;1;Vigente
7435120;4589377;tópica;1;Vigente
7516861;4589364;oral;1;Vigente
7470816;4589377;tópica;1;Vigente
7476809;4589364;oral;1;Vigente
7377450;4589364;oral;1;Vigente
7522901;4589364;oral;1;Vigente
7522919;4589364;oral;1;Vigente
7392080;4589364;oral;1;Vigente
7372846;4589377;tópica;1;Vigente
7569669;4589420;inhalatoria oral;1;Vigente
7572106;4589377;tópica;1;Vigente
7430341;4589377;tópica;1;Vigente
7635383;4589377;tópica;1;Vigente
7649808;4589377;tópica;1;Vigente
7353984;4589364;oral;1;Vigente
7376953;4589364;oral;1;Vigente
7661296;4589364;oral;1;Vigente
7461449;4589360;intravenosa;1;Vigente
7405917;4589370;subcutánea;1;Vigente
7499920;4589420;inhalatoria oral;1;Vigente
7711882;4589431;ótica;1;Vigente
7501405;4589424;inhalatoria nasal;1;Vigente
7392114;4589370;subcutánea;1;Vigente
7419855;4589377;tópica;1;Vigente
7424135;4589364;oral;1;Vigente
7582224;4589364;oral;1;Vigente
7455984;4589364;oral;1;Vigente
7420904;4589364;oral;1;Vigente
7438785;4589420;inhalatoria oral;1;Vigente
7403621;4589370;subcutánea;1;Vigente
5986646;4589392;ocular;1;Vigente
5986651;4589364;oral;1;Vigente
5986656;4589364;oral;1;Vigente
5986679;4589364;oral;1;Vigente
4709871;4589364;oral;1;Vigente
4844249;4589364;oral;1;Vigente
5705133;4589364;oral;1;Vigente
5986393;4589364;oral;1;Vigente
5986397;4589364;oral;1;Vigente
5986419;4589364;oral;1;Vigente
5986421;4589364;oral;1;Vigente
5986427;4589364;oral;1;Vigente
5995170;4589364;oral;1;Vigente
5986517;4589360;intravenosa;1;Vigente
5986525;4589364;oral;1;Vigente
5986533;4589364;oral;1;Vigente
5986549;4589360;intravenosa;1;Vigente
5986568;4589364;oral;1;Vigente
5986696;4589377;tópica;1;Vigente
5986704;4589364;oral;1;Vigente
5986711;4589364;oral;1;Vigente
5986716;4589360;intravenosa;1;Vigente
5986726;4589360;intravenosa;1;Vigente
5986310;4589364;oral;1;Vigente
5986327;4589360;intravenosa;1;Vigente
5986349;4589364;oral;1;Vigente
5986461;4589364;oral;1;Vigente
