SUSTANCIA;;;;;;;;;;;;;;;;MEDICAMENTO BÁSICO;;;;;;;;;;;;;;;MEDICAMENTO CLINICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;MEDICAMENTO CLINICO CON ENVASE;;;;;;;;;;;;;;;;;;;;;;;GRUPO FAMILIA DE PRODUCTO;;;;;;;FAMILIA DE PRODUCTO;;;;;;;;;PRODUCTO COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;;;PRODUCTO COMERCIAL CON ENVASE;;;;;;;;;;;;;;;;;;;;
CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO (ID | DESC);SCT_ID;SCT_TERMINO;DCI_DID;DCI_TERMINO;RIESGO_TERATOGENICO;CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;SINONIMO (id | desc );GRUPOS_JERARQUICOS;ORDEN;SUSTANCIAS (Id| Desc| Ord| Est);CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PRESC_DESC;MEDICAMENTO_BASICO ID;MEDICAMENTO_BASICO_DESC;FRM_FARMA_AGRP_DESC;CONDICION_VENTA_DESC;TIPO_FORMA_AGRP_DESC;UNIDOSIS_LOGISTICA_CANT;UNIDOSIS_LOGISTICA_UNIDAD_DESC;UNIDOSIS_ASISTENCIAL_CANT;UNI_ASISTENCIAL_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_DESC;ATC_DESCRIPCION_DESC;URL_MEDLINE_PLUS;VIAS_ADMINISTRACION;CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_DESC;CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;CONCEPTO_ID;DESCRIPCION;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;GRUPO_FAMILIA_PRODUCTO_FK;GRUPO_FAMILIA_PRODUCTO_DESC;GRUPO_FAMILIA_GENERICA_DESC;CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO COD;MEDICAMENTO_CLINICO DESC;TIPO;LABORATORIO_DESC;FORM_FARM_EXT_DESC;SABOR_DESC;FAMILIA_PRODUCTO_DESC;COMERCIALIZADO_CHILE_DESC;PRODUCTO_ISP (REGISTRO);PRODUCTO_ISP (REGISTRO) DESC;BIOEQUIVALENTES (REGISTRO);BIOEQUIVALENTES (REGISTRO) DESC;CONCEPTO_ID;DESCRIPCION;TIPO;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_DESC;MED_CLINICO_CON_ENVASE_COD;MED_CLINICO_CON_ENVASE_DESC;PRODUCTO_COMERCIAL_COD;PRODUCTO_COMERCIAL_DESC;EXISTE_EN_GS1_DESC;GTIN_GS1
CENS_4844504;ácido acetilsalicílico;M;;Insensible;Manual;Vigente;NO;;;;NA;NA ;;;;CESN_5408572;ácido acetilsalicílico + cafeína;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_4844504|ácido acetilsalicílico|1|Vigente;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CESN_5408572;ácido acetilsalicílico + cafeína;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;NUEVO_5;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido 2 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;venta público;2;comprimidos;NA;NA;;;;;CENS_5674146;anacin;;anacin;Sensible;Manual;Vigente;CENS_5678394;anacin;;Vigente;Sensible;Manual;CENS_5674146;anacin;NO;CENS_1475466;anacin comprimido recubierto (Wyeth);;;Vigente;Sensible;Manual;NO;;;;;;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;;Laboratorios Wyeth Inc.;comprimido recubierto;;anacin;SI;F-22937/16;ANACIN COMPRIMIDOS RECUBIERTOS;;;NUEVO_7;anacin comprimido recubierto (Wyeth) 2 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;NUEVO_5;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido 2 comprimidos;CENS_1475466;anacin comprimido recubierto (Wyeth);No;
CENS_5154129;cafeína;M;;Insensible;Manual;Vigente;NO;;;;255641001;cafeína;;;;CESN_5408572;ácido acetilsalicílico + cafeína;;;Vigente;Insensible;Manual;NO;;;;;;2;CENS_5154129|cafeína|2|Vigente;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CESN_5408572;ácido acetilsalicílico + cafeína;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;NUEVO_5;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido 2 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;venta público;2;comprimidos;NA;NA;;;;;CENS_5674146;anacin;;anacin;Sensible;Manual;Vigente;CENS_5678394;anacin;;Vigente;Sensible;Manual;CENS_5674146;anacin;NO;CENS_1475466;anacin comprimido recubierto (Wyeth);;;Vigente;Sensible;Manual;NO;;;;;;CENS_1475467;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido;;Laboratorios Wyeth Inc.;comprimido recubierto;;anacin;SI;F-22937/16;ANACIN COMPRIMIDOS RECUBIERTOS;;;NUEVO_7;anacin comprimido recubierto (Wyeth) 2 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;NUEVO_5;ácido acetilsalicílico 400 mg + cafeína 32 mg comprimido 2 comprimidos;CENS_1475466;anacin comprimido recubierto (Wyeth);No;
CENS_5202082;condroitina;M;;Insensible;Manual;Vigente;NO;;;;NA;NA ;;;;CENS_5672609;condroitina + glucosamina;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5202082|condroitina|1|Vigente;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5672609;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;CENS_7476927;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;30;comprimidos;NA;NA;;;;;NUEVO_1;artrosol;;artrosol;Sensible;Manual;Vigente;NUEVO_1;artrosol;;Vigente;Sensible;Manual;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;;Vigente;Sensible;Manual;NO;;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;ARTROSOL 500/400 COMPRIMIDOS;;;NUEVO_8;artrosol comprimido (Arama) 30 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7476927;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
CENS_4930829;glucosamina;M;;Insensible;Manual;Vigente;NO;;;;70237008;glucosamina;;;;CENS_5672609;condroitina + glucosamina;;;Vigente;Insensible;Manual;NO;;;;;;2;CENS_4930829|glucosamina|2|Vigente;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5672609;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;CENS_7476927;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;30;comprimidos;NA;NA;;;;;NUEVO_1;artrosol;;artrosol;Sensible;Manual;Vigente;NUEVO_1;artrosol;;Vigente;Sensible;Manual;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;;Vigente;Sensible;Manual;NO;;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;ARTROSOL 500/400 COMPRIMIDOS;;;NUEVO_8;artrosol comprimido (Arama) 30 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7476927;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
CENS_5202082;condroitina;M;;Insensible;Manual;Vigente;NO;;;;NA;NA ;;;;CENS_5672609;condroitina + glucosamina;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5202082|condroitina|1|Vigente;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5672609;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;CENS_7476771;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;60;comprimidos;NA;NA;;;;;NUEVO_1;artrosol;;artrosol;Sensible;Manual;Vigente;NUEVO_1;artrosol;;Vigente;Sensible;Manual;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;;Vigente;Sensible;Manual;NO;;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;ARTROSOL 500/400 COMPRIMIDOS;;;NUEVO_9;artrosol comprimido (Arama) 60 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7476771;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
CENS_4930829;glucosamina;M;;Insensible;Manual;Vigente;NO;;;;70237008;glucosamina;;;;CENS_5672609;condroitina + glucosamina;;;Vigente;Insensible;Manual;NO;;;;;;2;CENS_4930829|glucosamina|2|Vigente;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5672609;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;CENS_7476771;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;60;comprimidos;NA;NA;;;;;NUEVO_1;artrosol;;artrosol;Sensible;Manual;Vigente;NUEVO_1;artrosol;;Vigente;Sensible;Manual;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;;Vigente;Sensible;Manual;NO;;;;;;CENS_5986727;condroitina 400 mg + glucosamina 500 mg comprimido;;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;ARTROSOL 500/400 COMPRIMIDOS;;;NUEVO_9;artrosol comprimido (Arama) 60 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7476771;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
CENS_5150917;atorvastatina;M;;Insensible;Manual;Vigente;NO;;;;373444002;atorvastatina;;;;CENS_5504432;atorvastatina;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5150917|atorvastatina|1|Vigente;CENS_126044;atorvastatina 20 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5504432;atorvastatina;comprimido;receta médica;Discreta;1;comprimido;1;miligramo;;;;;;CENS_7093963;atorvastatina 20 mg comprimido 30 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_126044;atorvastatina 20 mg comprimido;venta público;30;comprimidos;NA;NA;;;;;NA;NA;;NA;NA;NA;NA;CENS_6496752;atorvastatina;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_8;atorvastatina 10 mg comprimido recubierto (Ascend);;;Vigente;Sensible;Manual;NO;;;;;;CENS_126044;atorvastatina 20 mg comprimido;;Ascend Laboratories SpA;comprimido recubierto;;atorvastatina;SI;F-23376/17;ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg;;;NUEVO_10;atorvastatina 10 mg comprimido recubierto (Ascend) 30 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7093963;atorvastatina 20 mg comprimido 30 comprimidos;NUEVO_8;atorvastatina 10 mg comprimido recubierto (Ascend);No;
CENS_5153626;azitromicina;M;;Insensible;Manual;Vigente;NO;;;;387531004;azitromicina;;;;CENS_5504539;azitromicina;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5153626|azitromicina|1|Vigente;CENS_6652501;azitromicina 200 mg/5 mL polvo para preparado oral;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5504539;azitromicina;polvo para preparado oral;receta médica;Continua;1;frasco;1;mililitro;;;;;;CENS_6916861;azitromicina 200 mg/5 mL polvo para preparado oral 1 frasco 15 mililitros;;;Vigente;Insensible;Manual;NO;;;;;CENS_6652501;azitromicina 200 mg/5 mL polvo para preparado oral;venta público;1;frasco;15;mililitros;;;;;NA;NA;;NA;NA;NA;NA;CENS_6497408;azitromicina;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_9;azitromicina 200 mg/5 mL polvo para suspensión oral (Lab Chile);;;Vigente;Sensible;Manual;NO;;;;;;CENS_6652501;azitromicina 200 mg/5 mL polvo para preparado oral;;Laboratorio Chile S.A.;polvo para suspensión oral;;azitromicina;SI;F-14262/14;AZITROMICINA POLVO PARA SUSPENSIÓN ORAL 200 mg/5 mL;;;NUEVO_11;azitromicina 200 mg/5 mL polvo para suspensión oral (Lab Chile) 1 frasco 15 mililitros;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_6916861;azitromicina 200 mg/5 mL polvo para preparado oral 1 frasco 15 mililitros;NUEVO_9;azitromicina 200 mg/5 mL polvo para suspensión oral (Lab Chile);No;
CENS_5153655;bacitracina;M;;Insensible;Manual;Vigente;NO;;;;5220000;bacitracina;;;;CENS_6455874;bacitracina + neomicina;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5153655|bacitracina|1|Vigente;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_6455874;bacitracina + neomicina;ungüento;receta médica;Discreta;1;pomo;1;aplicación;;;;;;CENS_7114538;bacitracina 500 UI/g + neomicina 5 mg/g ungüento 1 pomo 15 gramos;;;Vigente;Insensible;Manual;NO;;;;;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;venta público;1;pomo;15;gramos;;;;;NA;NA;;NA;NA;NA;NA;CENS_7097270;bacitracina + neomicina;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_10;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm);;;Vigente;Sensible;Manual;NO;;;;;;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;;Productos Farmacéuticos Medipharm Ltda.;ungüento dérmico;;bacitracina + neomicina;SI;B-1266/16;BACITRACINA/NEOMICINA UNGÜENTO;;;NUEVO_12;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm) 1 pomo 15 gramos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7114538;bacitracina 500 UI/g + neomicina 5 mg/g ungüento 1 pomo 15 gramos;NUEVO_10;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm);No;
CENS_5153794;neomicina;M;;Insensible;Manual;Vigente;NO;;;;373528008;neomicina;;;;CENS_6455874;bacitracina + neomicina;;;Vigente;Insensible;Manual;NO;;;;;;2;CENS_5153794|neomicina|2|Vigente;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_6455874;bacitracina + neomicina;ungüento;receta médica;Discreta;1;pomo;1;aplicación;;;;;;CENS_7114538;bacitracina 500 UI/g + neomicina 5 mg/g ungüento 1 pomo 15 gramos;;;Vigente;Insensible;Manual;NO;;;;;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;venta público;1;pomo;15;gramos;;;;;NA;NA;;NA;NA;NA;NA;CENS_7097270;bacitracina + neomicina;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_10;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm);;;Vigente;Sensible;Manual;NO;;;;;;CENS_7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;;Productos Farmacéuticos Medipharm Ltda.;ungüento dérmico;;bacitracina + neomicina;SI;B-1266/16;BACITRACINA/NEOMICINA UNGÜENTO;;;NUEVO_12;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm) 1 pomo 15 gramos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7114538;bacitracina 500 UI/g + neomicina 5 mg/g ungüento 1 pomo 15 gramos;NUEVO_10;bacitracina 500 UI/g + neomicina 5 mg/g ungüento dérmico (Medipharm);No;
CENS_5153737;betametasona dipropionato;M;;Insensible;Manual;Vigente;NO;;;;88736007;dipropionato de betametasona;;;;CENS_5531674;betametasona dipropionato;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5153737|betametasona dipropionato|1|Vigente;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5531674;betametasona dipropionato;crema;receta médica;Discreta;1;pomo;1;aplicación;;;;;;CENS_7259446;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;;;Vigente;Insensible;Manual;NO;;;;;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;venta público;1;pomo;15;gramos;;;;;NA;NA;;NA;NA;NA;NA;CENS_6775742;betametasona dipropionato;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_11;betametasona dipropionato 0,05% crema dérmica (Euromed) 1 pomo 15 gramos;;;Vigente;Sensible;Manual;NO;;;;;;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;;Laboratorios Euromed Chile S.A.;crema dérmica;;betametasona dipropionato;SI;F-17650/14;BETAMETASONA CREMA DÉRMICA 0,05%;;;NUEVO_13;betametasona dipropionato 0,05% crema dérmica (Euromed) 1 pomo 15 gramos 1 pomo 15 gramos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7259446;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;NUEVO_11;betametasona dipropionato 0,05% crema dérmica (Euromed) 1 pomo 15 gramos;No;
CENS_5153737;betametasona dipropionato;M;;Insensible;Manual;Vigente;NO;;;;88736007;dipropionato de betametasona;;;;CENS_5531674;betametasona dipropionato;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5153737|betametasona dipropionato|1|Vigente;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5531674;betametasona dipropionato;crema;receta médica;Discreta;1;pomo;1;aplicación;;;;;;CENS_7259446;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;;;Vigente;Insensible;Manual;NO;;;;;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;venta público;1;pomo;15;gramos;;;;;NA;NA;;NA;NA;NA;NA;CENS_6775742;betametasona dipropionato;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_12;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos;;;Vigente;Sensible;Manual;NO;;;;;;CENS_76080;betametasona dipropionato 0,05% (500 mcg/g) crema;;Laboratorio Hospifarma;crema dérmica;;betametasona dipropionato;SI;F-20960/14;BETAMETASONA CREMA TÓPICA 0,05%;;;NUEVO_14;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos 1 pomo 15 gramos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7259446;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;NUEVO_12;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos;No;
CENS_4927746;flavoxato;M;;Insensible;Manual;Vigente;NO;;;;372768002;flavoxato;;;;CENS_5674424;flavoxato;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_4927746|flavoxato|1|Vigente;CENS_72106;flavoxato 200 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5674424;flavoxato;comprimido;receta médica;Discreta;1;comprimido;1;miligramo;;;;;;CENS_7439341;flavoxato 200 mg comprimido 20 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_72106;flavoxato 200 mg comprimido;venta público;20;comprimidos;NA;NA;;;;;CENS_7772245;bladuril;;bladuril;Sensible;Manual;Vigente;CENS_6636849;bladuril;;Vigente;Sensible;Manual;CENS_7772245;bladuril;NO;CENS_5986659;bladuril comprimido recubierto (Tecnofarma);;;Vigente;Sensible;Manual;NO;;;;;;CENS_72106;flavoxato 200 mg comprimido;;Tecnofarma S.A.;comprimido recubierto;;bladuril;SI;F-15612/16;BLADURIL COMPRIMIDOS RECUBIERTOS 200 mg;;;CENS_7259930;bladuril comprimido recubierto (Tecnofarma) 20 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7439341;flavoxato 200 mg comprimido 20 comprimidos;CENS_5986659;bladuril comprimido recubierto (Tecnofarma);No;
CENS_5153934;bromazepam;M;;Insensible;Manual;Vigente;NO;;;;387571009;bromazepam;;;;CENS_5533820;bromazepam;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5153934|bromazepam|1|Vigente;CENS_1894288;bromazepam 3 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5533820;bromazepam;comprimido;receta médica retenida;Discreta;1;comprimido;1;miligramo;;;;;;CENS_7357029;bromazepam 3 mg comprimido 30 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_1894288;bromazepam 3 mg comprimido;venta público;30;comprimidos;NA;NA;;;;;NA;NA;;NA;NA;NA;NA;CENS_6497760;bromazepam;;Vigente;Sensible;Manual;NA;NA;SI;CENS_5988052;bromazepam 3 mg comprimido (Lab Chile);;;Vigente;Sensible;Manual;NO;;;;;;CENS_1894288;bromazepam 3 mg comprimido;;Laboratorio Chile S.A.;comprimido ;;bromazepam;SI;F-3885/15;BROMAZEPAM COMPRIMIDOS 3 mg;;;CENS_7687087;bromazepam 3 mg comprimido (Lab Chile) 30 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7357029;bromazepam 3 mg comprimido 30 comprimidos;CENS_5988052;bromazepam 3 mg comprimido (Lab Chile);No;
CENS_5154054;budesonida;M;;Insensible;Manual;Vigente;NO;;;;395726003;budesonida;;;;CENS_5534914;budesonida;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5154054|budesonida|1|Vigente;CENS_354981;budesonida 200 mcg/dosis aerosol para inhalación;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5534914;budesonida;aerosol para inhalación;receta médica retenida;Continua;1;inhalador;1;puff;;;;;;CENS_354981;budesonida 200 mcg/dosis aerosol para inhalación;;;Vigente;Insensible;Manual;NO;;;;;CENS_354981;budesonida 200 mcg/dosis aerosol para inhalación;venta público;1;inhalador;200;dosis;;;;;NUEVO_2;budesynt HFA - LA;;budesynt HFA - LA;Sensible;Manual;Vigente;NUEVO_2;budesynt HFA - LA;;Vigente;Sensible;Manual;NUEVO_2;budesynt HFA - LA;NO;NUEVO_13;budesynt HFA - LA aerosol para inhalación (Biosyntec);;;Vigente;Sensible;Manual;NO;;;;;;CENS_354981;budesonida 200 mcg/dosis aerosol para inhalación;;BiosynTec S.A.;aerosol para inhalación;;budesynt HFA - LA;SI;F-21155/14;BUDESYNT HFA-LA AEROSOL PARA INHALACIÓN 200mcg/DOSIS;;;NUEVO_15;budesynt HFA - LA aerosol para inhalación (Biosyntec) 1 inhalador 200 dosis;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_354981;budesonida 200 mcg/dosis aerosol para inhalación;NUEVO_13;budesynt HFA - LA aerosol para inhalación (Biosyntec);No;
CENS_5154332;carvedilol;M;;Insensible;Manual;Vigente;NO;;;;386870007;carvedilol;;;;CENS_5536608;carvedilol;;;Vigente;Insensible;Manual;NO;;;;;;1;CENS_5154332|carvedilol|1|Vigente;CENS_1032315;carvedilol 12,5 mg comprimido;;;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;CENS_5536608;carvedilol;comprimido;receta médica;Discreta;1;comprimido;1;miligramo;;;;;;CENS_7172183;carvedilol 12,5 mg comprimido 30 comprimidos;;;Vigente;Insensible;Manual;NO;;;;;CENS_1032315;carvedilol 12,5 mg comprimido;venta público;30;comprimidos;NA;NA;;;;;NA;NA;;NA;NA;NA;NA;CENS_6497994;carvedilol;;Vigente;Sensible;Manual;NA;NA;SI;NUEVO_14;carvedilol 12,5 mg comprimido (Lab Chile);;;Vigente;Sensible;Manual;NO;;;;;;CENS_1032315;carvedilol 12,5 mg comprimido;;Laboratorio Chile S.A.;comprimido;;carvedilol;SI;F-17855/14;CARVEDILOL COMPRIMIDOS 12,5 mg;;;NUEVO_16;carvedilol 12,5 mg comprimido (Lab Chile) 30 comprimidos;;;Vigente;Sensible;Autogenerado;;;;;;;;;CENS_7172183;carvedilol 12,5 mg comprimido 30 comprimidos;NUEVO_14;carvedilol 12,5 mg comprimido (Lab Chile);No;
